product_id,name,category,subcategory,price,price_bucket,popularity,is_new,discount_pct,filename
9b76bc0f-5b24-4a88-985f-df7871fb331d,Voltra Edge S,electronics,smartphones,741.56,4,0.0807,False,20,9b76bc0f-5b24-4a88-985f-df7871fb331d.png
c51b36c3-2bb5-4420-86fb-327d2242e506,Voltra Ultra Book,electronics,laptops,814.67,4,0.0887,False,20,c51b36c3-2bb5-4420-86fb-327d2242e506.png
40cec1f5-8e57-4a19-9c9d-b8f7635b8f5b,Nexio Slate 10,electronics,tablets,190.85,2,0.1095,False,0,40cec1f5-8e57-4a19-9c9d-b8f7635b8f5b.png
1e31006f-185a-42da-98fe-e38242e9c04f,Voltra Pod True,electronics,headphones,864.64,4,0.1015,False,0,1e31006f-185a-42da-98fe-e38242e9c04f.png
c4c9d767-8f9b-4deb-9c91-04b7c33af91e,Voltra Shot Max,electronics,cameras,716.82,4,0.0769,False,0,c4c9d767-8f9b-4deb-9c91-04b7c33af91e.png
b8a09831-93cb-4981-bbd1-406a4aff6a41,Voltra One Max,electronics,smartphones,443.4,3,0.0984,False,0,b8a09831-93cb-4981-bbd1-406a4aff6a41.png
8a6f2ba8-b6c8-4e65-bb9a-28bfb8699512,Nexio Slate 15,electronics,laptops,338.96,3,0.1068,True,30,8a6f2ba8-b6c8-4e65-bb9a-28bfb8699512.png
c5e8f85c-c685-4af3-8de0-2136af7f987e,Nexio Pad Air,electronics,tablets,998.76,4,0.0472,False,30,c5e8f85c-c685-4af3-8de0-2136af7f987e.png
f9d8e301-d925-46c1-bd25-91b1bb6cdc4f,Nexio Buds Air,electronics,headphones,472.81,3,0.108,True,0,f9d8e301-d925-46c1-bd25-91b1bb6cdc4f.png
a5da9f44-567e-4e65-8f91-79c5c894d39e,Nexio Cam 360,electronics,cameras,467.34,3,0.0748,True,20,a5da9f44-567e-4e65-8f91-79c5c894d39e.png
360d79bd-76d1-4d4d-b8e6-47648828fba7,Nexio Air 3,electronics,smartphones,470.9,3,0.0733,False,10,360d79bd-76d1-4d4d-b8e6-47648828fba7.png
ec8b6a3a-965c-4c48-92c8-ff01ee98f7b3,Nexio Pro X1,electronics,laptops,659.51,4,0.1005,True,10,ec8b6a3a-965c-4c48-92c8-ff01ee98f7b3.png
febdb927-ff45-468c-b135-ea2050901e77,Nexio Tab S Pro,electronics,tablets,403.18,3,0.0969,False,20,febdb927-ff45-468c-b135-ea2050901e77.png
07d18330-1956-4f45-bf7b-04c5eb567506,Nexio Sound Pro,electronics,headphones,697.84,4,0.0906,False,10,07d18330-1956-4f45-bf7b-04c5eb567506.png
f92baa9c-b4d7-45ff-bc2f-2a562ed1fea7,Nexio Lens Pro,electronics,cameras,924.38,4,0.0788,False,0,f92baa9c-b4d7-45ff-bc2f-2a562ed1fea7.png
b06ec315-b11c-44db-832c-61eddd97eb19,Nexio Flip Pro,electronics,smartphones,565.71,4,0.0621,False,10,b06ec315-b11c-44db-832c-61eddd97eb19.png
e36832cb-8af2-403e-992c-f4c782200533,Nexio Creator 14,electronics,laptops,813.35,4,0.1226,False,10,e36832cb-8af2-403e-992c-f4c782200533.png
dc274d11-7559-48c0-95a2-9eec2819e913,Arktek Tab 11,electronics,tablets,679.48,4,0.0686,False,20,dc274d11-7559-48c0-95a2-9eec2819e913.png
ed161ec7-e416-489c-9d3e-545490ac7846,Nexio Ear Fit,electronics,headphones,721.51,4,0.0939,False,0,ed161ec7-e416-489c-9d3e-545490ac7846.png
a9ab4d0d-59b9-46dc-bdb4-c894734fa86a,Nexio Snap 12MP,electronics,cameras,470.41,3,0.0228,False,0,a9ab4d0d-59b9-46dc-bdb4-c894734fa86a.png
08eb9011-362d-4c72-b965-9a9af382d207,Nexio Spark 5G,electronics,smartphones,810.5,4,0.078,False,0,08eb9011-362d-4c72-b965-9a9af382d207.png
0394ed02-7b0a-46b2-a7cf-b696898d299b,Nexio Work Max,electronics,laptops,487.55,3,0.01,False,30,0394ed02-7b0a-46b2-a7cf-b696898d299b.png
3e447a00-7324-47f5-a577-59a5e7c0482f,Arktek Pad Ultra,electronics,tablets,731.72,4,0.0895,False,0,3e447a00-7324-47f5-a577-59a5e7c0482f.png
92373262-d597-42ab-88a7-32d61dc6f6d0,Nexio Pod Ultra,electronics,headphones,1200.0,4,0.063,False,0,92373262-d597-42ab-88a7-32d61dc6f6d0.png
dda4c327-0553-4e19-bd5c-0d4a7e7baddf,Nexio Orbit Cam,electronics,cameras,480.65,3,0.0942,False,0,dda4c327-0553-4e19-bd5c-0d4a7e7baddf.png
0d63fed6-baae-4ffc-8ef2-faa9bedcd91b,Nexio Lite SE,electronics,smartphones,916.07,4,0.0415,False,30,0d63fed6-baae-4ffc-8ef2-faa9bedcd91b.png
f313d4f6-0fc7-4526-97ac-d7b0cbd321e6,Arktek Swift 13,electronics,laptops,633.72,4,0.119,False,0,f313d4f6-0fc7-4526-97ac-d7b0cbd321e6.png
9f5c3a83-65e7-472d-bce3-4fc531d7ae26,Arktek Slate Pro,electronics,tablets,603.05,4,0.107,False,0,9f5c3a83-65e7-472d-bce3-4fc531d7ae26.png
b11ad016-5fc5-40c8-8d14-7523279cfa65,Arktek Echo Pro,electronics,headphones,717.51,4,0.0497,False,30,b11ad016-5fc5-40c8-8d14-7523279cfa65.png
3133fbb7-7818-40e5-9ebf-76e1f81fccfa,Arktek Noir Cam,electronics,cameras,481.78,3,0.132,False,20,3133fbb7-7818-40e5-9ebf-76e1f81fccfa.png
13fbeb0c-e434-4f56-aa41-5056d1a381fe,Nexio Nova X,electronics,smartphones,943.31,4,0.0461,False,10,13fbeb0c-e434-4f56-aa41-5056d1a381fe.png
28a31198-b364-408e-8972-1aa8c378926c,Arktek Power 15,electronics,laptops,414.44,3,0.0837,False,10,28a31198-b364-408e-8972-1aa8c378926c.png
e8875f5a-36b7-493f-97c3-d37c09a3ced8,Zeltis Tab 9,electronics,tablets,769.5,4,0.0473,False,0,e8875f5a-36b7-493f-97c3-d37c09a3ced8.png
3b0750ca-abf4-4d75-96c4-15013c7bad68,Arktek Bass Max,electronics,headphones,373.5,3,0.0761,False,20,3b0750ca-abf4-4d75-96c4-15013c7bad68.png
a58ab23f-9ed5-4c1a-80da-a2d6d648e476,Arktek Drone Nano,electronics,cameras,575.7,4,0.0603,False,0,a58ab23f-9ed5-4c1a-80da-a2d6d648e476.png
a90bf660-b48a-43fd-9762-6a505e4bf375,Arktek Pulse 12,electronics,smartphones,511.76,4,0.0968,True,0,a90bf660-b48a-43fd-9762-6a505e4bf375.png
665518a6-5f23-4be6-b309-a1f8e25c6195,Arktek Studio Pro,electronics,laptops,350.78,3,0.0866,False,0,665518a6-5f23-4be6-b309-a1f8e25c6195.png
21084b03-0590-4888-9bc3-482db2bcd5ca,Zeltis Pad Mini,electronics,tablets,615.49,4,0.1004,False,30,21084b03-0590-4888-9bc3-482db2bcd5ca.png
702daab0-5a05-461c-8862-c0527ea7e3cf,Arktek Clip Mini,electronics,headphones,709.97,4,0.1021,False,0,702daab0-5a05-461c-8862-c0527ea7e3cf.png
216556c5-28f4-486d-be41-684fb748c06e,Arktek Shot Elite,electronics,cameras,302.01,3,0.0677,False,0,216556c5-28f4-486d-be41-684fb748c06e.png
8fd1adba-36d3-4da4-abdd-0d390a7336d5,Arktek Zero 5G,electronics,smartphones,1113.52,4,0.0817,False,0,8fd1adba-36d3-4da4-abdd-0d390a7336d5.png
cccbf3eb-a324-4c8d-a824-38b295862038,Arktek Elite 16,electronics,laptops,751.84,4,0.0628,False,20,cccbf3eb-a324-4c8d-a824-38b295862038.png
08b4d272-e225-4c41-a2c1-2ed0358c210b,Zeltis Slate Air,electronics,tablets,681.21,4,0.087,False,0,08b4d272-e225-4c41-a2c1-2ed0358c210b.png
72db74c2-2b3f-4459-9cab-e7a18889075c,Arktek Sound Elite,electronics,headphones,835.46,4,0.0601,False,0,72db74c2-2b3f-4459-9cab-e7a18889075c.png
6d8dc5cd-bc18-48f3-91fd-4efa7a1ceb1b,Arktek Lens Wide,electronics,cameras,391.19,3,0.0774,False,30,6d8dc5cd-bc18-48f3-91fd-4efa7a1ceb1b.png
378a253d-158d-4e51-b66f-605efade7838,Arktek Noir S,electronics,smartphones,819.07,4,0.0326,False,10,378a253d-158d-4e51-b66f-605efade7838.png
059c9d33-6661-498e-8604-3be7e751f06a,Zeltis Book Air,electronics,laptops,766.36,4,0.1012,True,10,059c9d33-6661-498e-8604-3be7e751f06a.png
e23a50b3-0bea-4aa1-b9f8-ccb1d9057c80,Lumex Tab Pro,electronics,tablets,808.05,4,0.0826,False,30,e23a50b3-0bea-4aa1-b9f8-ccb1d9057c80.png
a889a1e5-a8ee-43ee-b358-75faf41aa453,Zeltis True Buds,electronics,headphones,714.69,4,0.1249,False,10,a889a1e5-a8ee-43ee-b358-75faf41aa453.png
d290fbe7-900d-4b49-8b1a-c643a459a5a0,Zeltis Mirror Cam,electronics,cameras,1187.99,4,0.0551,True,0,d290fbe7-900d-4b49-8b1a-c643a459a5a0.png
4f24785e-cf81-42f7-84ab-3b8c235d9ae2,Arktek Vision Pro,electronics,smartphones,698.75,4,0.1146,False,30,4f24785e-cf81-42f7-84ab-3b8c235d9ae2.png
d5e53143-49c1-428c-806c-93cf4ffc7d3b,Zeltis Pro 14,electronics,laptops,333.73,3,0.1186,True,0,d5e53143-49c1-428c-806c-93cf4ffc7d3b.png
9bcd89e6-9fcf-473c-99b3-bd057d00fdb6,Lumex Pad 10,electronics,tablets,766.35,4,0.0595,False,0,9bcd89e6-9fcf-473c-99b3-bd057d00fdb6.png
171ae6a5-8122-4412-9612-60222af23298,Zeltis Air Sound,electronics,headphones,445.76,3,0.0922,False,10,171ae6a5-8122-4412-9612-60222af23298.png
57fae3fe-df86-48ad-b5a9-ef34b8022186,Zeltis Fold Cam,electronics,cameras,686.84,4,0.0831,False,0,57fae3fe-df86-48ad-b5a9-ef34b8022186.png
87a0fae7-2e58-4c21-8bf2-57bbf4bf95e2,Arktek Snap X,electronics,smartphones,814.69,4,0.0798,True,10,87a0fae7-2e58-4c21-8bf2-57bbf4bf95e2.png
1201ef3d-a6cc-473e-9e60-34fba4a664f7,Zeltis Ultra Slim,electronics,laptops,459.95,3,0.1027,False,10,1201ef3d-a6cc-473e-9e60-34fba4a664f7.png
cc43ad60-0f9b-4fef-a84a-00385199c0a1,Pixon Tab Ultra,electronics,tablets,887.15,4,0.1114,False,0,cc43ad60-0f9b-4fef-a84a-00385199c0a1.png
9f744e36-4d4e-4a0c-99ce-d2b8adde5898,Lumex Beat Pro,electronics,headphones,243.68,3,0.0511,False,0,9f744e36-4d4e-4a0c-99ce-d2b8adde5898.png
0244f159-af97-4515-8f7d-c3234a5df8d5,Lumex Photo Pro,electronics,cameras,393.9,3,0.0532,False,20,0244f159-af97-4515-8f7d-c3234a5df8d5.png
1c9325bd-70ca-49a6-865d-e0d58572dd76,Zeltis Ultra 5,electronics,smartphones,609.94,4,0.0552,False,10,1c9325bd-70ca-49a6-865d-e0d58572dd76.png
c960a5db-542c-4b1b-a03a-cfbff9177a83,Zeltis Creator 15,electronics,laptops,632.77,4,0.0719,True,20,c960a5db-542c-4b1b-a03a-cfbff9177a83.png
d29dfd16-8e09-4c41-b711-cda65565e0a7,Pixon Slate S,electronics,tablets,351.99,3,0.0812,False,0,d29dfd16-8e09-4c41-b711-cda65565e0a7.png
5aaafccb-9cb3-4d0d-a466-87c05b8d5397,Lumex Pod Air,electronics,headphones,995.19,4,0.13,False,0,5aaafccb-9cb3-4d0d-a466-87c05b8d5397.png
e5855b26-3889-4653-9c36-482f418b539c,Lumex Cam Ultra,electronics,cameras,924.15,4,0.069,False,0,e5855b26-3889-4653-9c36-482f418b539c.png
d2fdb613-ffaa-43be-a409-e85e5c550664,Zeltis Fold 2,electronics,smartphones,635.79,4,0.0975,True,20,d2fdb613-ffaa-43be-a409-e85e5c550664.png
74d84450-4830-43f8-af75-d56c01c3827f,Lumex Notebook S,electronics,laptops,517.7,4,0.1311,False,0,74d84450-4830-43f8-af75-d56c01c3827f.png
f6e2135c-60e3-47fd-9678-dc8dd7af9326,Synaro Pad Pro,electronics,tablets,685.73,4,0.1001,False,10,f6e2135c-60e3-47fd-9678-dc8dd7af9326.png
de4a74b2-bd79-46ba-b112-167355bc8767,Pixon Sound Max,electronics,headphones,234.45,3,0.0613,False,10,de4a74b2-bd79-46ba-b112-167355bc8767.png
005706f4-0bcd-44d8-a284-2a4f88258709,Pixon Orbit 4K,electronics,cameras,495.04,3,0.0983,False,0,005706f4-0bcd-44d8-a284-2a4f88258709.png
5bd5ab00-c4b3-4327-a5f8-13842b8997cd,Zeltis Mini Pro,electronics,smartphones,1048.47,4,0.0296,False,0,5bd5ab00-c4b3-4327-a5f8-13842b8997cd.png
6f56e5cc-757b-451d-9b03-958b199cd1a0,Lumex Work Pro,electronics,laptops,386.52,3,0.0693,False,30,6f56e5cc-757b-451d-9b03-958b199cd1a0.png
f6986789-28e2-4fe6-a4c1-b9716549fc60,Synaro Tab Air,electronics,tablets,641.16,4,0.093,False,0,f6986789-28e2-4fe6-a4c1-b9716549fc60.png
ade8a9c2-de2e-4030-89b3-3e84787cdebd,Synaro Ear Pro,electronics,headphones,872.43,4,0.0502,False,0,ade8a9c2-de2e-4030-89b3-3e84787cdebd.png
8f6f8621-05d8-474e-af88-853bc4508366,Synaro Lens Max,electronics,cameras,420.69,3,0.0587,False,30,8f6f8621-05d8-474e-af88-853bc4508366.png
702bcf61-f853-479e-9b28-9d1961ff3ff5,Maeva Robe Midi Lin,fashion,clothing,99.81,2,0.0953,False,0,702bcf61-f853-479e-9b28-9d1961ff3ff5.png
b60770ac-3242-467f-bc6c-740443fb0e36,Loryel Sneakers Chunky,fashion,shoes,170.77,2,0.135,False,20,b60770ac-3242-467f-bc6c-740443fb0e36.png
4c58df78-bca8-4cae-ae9f-6f93bb954bc0,Céliane Foulard Soie,fashion,accessories,155.36,2,0.1085,False,0,4c58df78-bca8-4cae-ae9f-6f93bb954bc0.png
611fb8b6-4054-4ab1-a26f-815aa92663ee,Céliane Bague Solitaire,fashion,jewelry,155.89,2,0.1018,False,30,611fb8b6-4054-4ab1-a26f-815aa92663ee.png
62645476-f994-405c-8c0d-b3cdd10c90a1,Maeva Blazer Oversize,fashion,clothing,214.94,3,0.1671,False,0,62645476-f994-405c-8c0d-b3cdd10c90a1.png
091fd21d-6aff-44a0-a374-a46047f54f03,Loryel Derby Verni,fashion,shoes,88.46,2,0.1437,False,30,091fd21d-6aff-44a0-a374-a46047f54f03.png
74739cf6-2587-4feb-bf14-5ef9f79cf6fe,Céliane Ceinture Dorée,fashion,accessories,228.68,3,0.0979,False,0,74739cf6-2587-4feb-bf14-5ef9f79cf6fe.png
a6316782-2f29-43b4-afb6-fce52ecdf225,Céliane Collier Fin Or,fashion,jewelry,286.47,3,0.1207,False,10,a6316782-2f29-43b4-afb6-fce52ecdf225.png
080dc9d8-ed2b-4d3c-bfca-00cfa9753edb,Maeva Pull Col Roulé,fashion,clothing,209.85,3,0.1022,False,20,080dc9d8-ed2b-4d3c-bfca-00cfa9753edb.png
28607bce-6b4c-4561-8b52-71f647894f19,Loryel Boot Chelsea,fashion,shoes,105.07,2,0.143,False,30,28607bce-6b4c-4561-8b52-71f647894f19.png
35c77808-18b2-41e7-bb5b-51f0593fccd5,Céliane Lunettes Rétro,fashion,accessories,163.82,2,0.1359,False,0,35c77808-18b2-41e7-bb5b-51f0593fccd5.png
9086e3a6-20df-4dd0-8238-bb27d7756256,Céliane Bracelet Manchette,fashion,jewelry,228.0,3,0.1503,False,0,9086e3a6-20df-4dd0-8238-bb27d7756256.png
9b7de5dd-5aae-4865-a09c-729932ddc633,Maeva Jean Taille Haute,fashion,clothing,140.93,2,0.1016,True,0,9b7de5dd-5aae-4865-a09c-729932ddc633.png
20bec438-0a60-490f-87d0-c9e1693658b5,Loryel Mule Cuir,fashion,shoes,164.68,2,0.1688,False,10,20bec438-0a60-490f-87d0-c9e1693658b5.png
495f2a22-fff0-4239-afea-3f045aab0fb8,Céliane Chapeau Panama,fashion,accessories,300.0,3,0.1218,False,0,495f2a22-fff0-4239-afea-3f045aab0fb8.png
e2be74a5-ebe5-4be4-a162-d562f329dd83,Céliane Boucles Créoles,fashion,jewelry,209.92,3,0.1079,False,0,e2be74a5-ebe5-4be4-a162-d562f329dd83.png
a189a52c-ba7a-4cc3-9bc1-0ccd7b53229b,Maeva Chemise Lin Blanc,fashion,clothing,153.77,2,0.1104,False,10,a189a52c-ba7a-4cc3-9bc1-0ccd7b53229b.png
230948a4-6edb-4531-83c3-6146d202a5c3,Loryel Escarpin Classic,fashion,shoes,112.12,2,0.0433,False,0,230948a4-6edb-4531-83c3-6146d202a5c3.png
f542dbe4-dfe7-4704-9e49-01cef8d09eba,Céliane Béret Laine,fashion,accessories,300.0,3,0.0917,False,10,f542dbe4-dfe7-4704-9e49-01cef8d09eba.png
b03676c7-c1f0-4644-9407-19f5a65c784b,Céliane Collier Perles,fashion,jewelry,153.04,2,0.1013,False,30,b03676c7-c1f0-4644-9407-19f5a65c784b.png
0dbae741-461d-4f5e-9683-d62a4e2b6440,Maeva Cardigan Mohair,fashion,clothing,160.51,2,0.1415,False,10,0dbae741-461d-4f5e-9683-d62a4e2b6440.png
6ef70c4f-bc1a-4097-b4f3-4987e1bec9f1,Loryel Loafer Mocassin,fashion,shoes,300.0,3,0.1753,True,10,6ef70c4f-bc1a-4097-b4f3-4987e1bec9f1.png
944c824b-97a0-4200-b3f1-792d23632a24,Céliane Gants Cuir,fashion,accessories,185.65,2,0.0624,False,0,944c824b-97a0-4200-b3f1-792d23632a24.png
9b4d6f85-ffbc-41f0-b64b-23654cf9e954,Maeva Bague Empilable,fashion,jewelry,118.3,2,0.1439,False,0,9b4d6f85-ffbc-41f0-b64b-23654cf9e954.png
5bec4056-4f70-4a4e-b6e6-ff29ad93f852,Maeva Trench Beige,fashion,clothing,226.94,3,0.1248,False,10,5bec4056-4f70-4a4e-b6e6-ff29ad93f852.png
320d9384-6e52-4a2f-8560-602d689b811b,Loryel Sandales Plates,fashion,shoes,122.22,2,0.1519,True,30,320d9384-6e52-4a2f-8560-602d689b811b.png
2f07445f-2f6a-45d4-9ff3-d4b8b328bd8c,Céliane Écharpe Cachemire,fashion,accessories,213.71,3,0.1192,False,20,2f07445f-2f6a-45d4-9ff3-d4b8b328bd8c.png
fab21c79-683d-4831-a5a9-d726b35c8d90,Maeva Bracelet Chaîne,fashion,jewelry,94.66,2,0.1093,True,30,fab21c79-683d-4831-a5a9-d726b35c8d90.png
ff5c76fd-3820-45b1-9074-db0a46dced08,Nordex Parka Technique,fashion,clothing,197.74,2,0.0893,False,0,ff5c76fd-3820-45b1-9074-db0a46dced08.png
508f6e24-75dc-45b4-981c-8d60f1c3f9ee,Loryel Bottines Lacets,fashion,shoes,52.45,1,0.1183,False,30,508f6e24-75dc-45b4-981c-8d60f1c3f9ee.png
a5c618eb-a390-4a37-9216-cb9431c027d7,Céliane Ceinture Waist,fashion,accessories,140.35,2,0.1223,False,0,a5c618eb-a390-4a37-9216-cb9431c027d7.png
606d69e0-053b-4bf4-a077-b352cef756fc,Maeva Pendentif Étoile,fashion,jewelry,210.42,3,0.1989,False,0,606d69e0-053b-4bf4-a077-b352cef756fc.png
67d586c3-505a-4db2-9abe-6db60e6615ac,Nordex Doudoune Light,fashion,clothing,63.63,1,0.104,False,0,67d586c3-505a-4db2-9abe-6db60e6615ac.png
b27ba008-9616-4538-a8a5-093f3c545fbf,Loryel Slip-On Daim,fashion,shoes,188.06,2,0.0703,False,0,b27ba008-9616-4538-a8a5-093f3c545fbf.png
ed7e08e5-3c6b-4c9f-b84d-cb0b7ce8584e,Velune Sac à Main Structuré,fashion,accessories,95.55,2,0.0888,False,0,ed7e08e5-3c6b-4c9f-b84d-cb0b7ce8584e.png
8bef3be0-fa8c-4699-baaa-14fe1fea6580,Alteo Boucles Pendantes,fashion,jewelry,245.7,3,0.1342,False,0,8bef3be0-fa8c-4699-baaa-14fe1fea6580.png
decee308-e7be-4d1c-8052-f6d1773481a3,Nordex Blouson Bomber,fashion,clothing,296.08,3,0.1003,False,10,decee308-e7be-4d1c-8052-f6d1773481a3.png
a29f7dd1-9ff4-4b61-9026-8e1080c95c31,Loryel Sport Runner,fashion,shoes,148.05,2,0.1447,False,10,a29f7dd1-9ff4-4b61-9026-8e1080c95c31.png
22d49523-7b80-485c-9ead-8ad4ebc5d987,Velune Sac Bandoulière Mini,fashion,accessories,173.44,2,0.1042,False,20,22d49523-7b80-485c-9ead-8ad4ebc5d987.png
598bfa95-6359-4b93-bbf0-169d4b37c2b8,Alteo Collier Chunky,fashion,jewelry,160.5,2,0.083,False,0,598bfa95-6359-4b93-bbf0-169d4b37c2b8.png
cff1653e-19e3-4208-99e5-38460039c4ac,Nordex Manteau Laine,fashion,clothing,65.72,1,0.0584,False,20,cff1653e-19e3-4208-99e5-38460039c4ac.png
423047eb-9931-485b-beb7-1853303f99d9,Loryel Sabot Bois,fashion,shoes,172.68,2,0.0893,False,0,423047eb-9931-485b-beb7-1853303f99d9.png
a9866f88-def2-4a16-8061-d5ad03865fef,Velune Tote XXL Toile,fashion,accessories,68.35,1,0.1354,False,10,a9866f88-def2-4a16-8061-d5ad03865fef.png
6d1abede-dcc3-456d-af59-09b10ae293b6,Alteo Bracelet Jonc,fashion,jewelry,139.74,2,0.1265,False,0,6d1abede-dcc3-456d-af59-09b10ae293b6.png
f377af05-164f-46de-9e9a-2cb36110c58e,Nordex Veste Softshell,fashion,clothing,136.65,2,0.111,False,0,f377af05-164f-46de-9e9a-2cb36110c58e.png
64550928-b368-4942-ba09-bd98d584dcfb,Loryel Ballerine Dorée,fashion,shoes,62.01,1,0.0542,False,0,64550928-b368-4942-ba09-bd98d584dcfb.png
f9da6c96-c519-49c2-a0d1-8c1ffc66c218,Velune Sac Baguette,fashion,accessories,132.78,2,0.0838,False,20,f9da6c96-c519-49c2-a0d1-8c1ffc66c218.png
acb87090-18b0-4a84-8311-ceaa60d679ae,Velune Bague Cocktail,fashion,jewelry,140.77,2,0.1068,False,0,acb87090-18b0-4a84-8311-ceaa60d679ae.png
faedc43d-5947-4e81-9434-40093ca71767,Nordex Coupe-Vent Packable,fashion,clothing,265.66,3,0.1475,False,0,faedc43d-5947-4e81-9434-40093ca71767.png
a40ed2c6-89c8-4e51-ab33-e346ca4695ed,Loryel Boot Western,fashion,shoes,113.04,2,0.1463,False,0,a40ed2c6-89c8-4e51-ab33-e346ca4695ed.png
163e7aab-3aca-4866-a2f6-bb5efd2fe1eb,Velune Pochette Cuir Croco,fashion,accessories,118.97,2,0.1101,False,0,163e7aab-3aca-4866-a2f6-bb5efd2fe1eb.png
84946d6b-2bcf-4f94-98e8-6de6680c1aeb,Velune Collier Ras de Cou,fashion,jewelry,100.65,2,0.0976,False,10,84946d6b-2bcf-4f94-98e8-6de6680c1aeb.png
955208c3-50f6-4e4a-89fa-365d5aecbfa1,Brume & Co Sweat Hood,fashion,clothing,174.89,2,0.1076,False,0,955208c3-50f6-4e4a-89fa-365d5aecbfa1.png
7f9e973e-9fc3-4d32-bea3-a0fe506083da,Loryel Botte Cavalière,fashion,shoes,78.11,2,0.1081,False,20,7f9e973e-9fc3-4d32-bea3-a0fe506083da.png
497897b8-e892-4cb7-8254-51c41b70740b,Velune Sac Panier Osier,fashion,accessories,171.05,2,0.1663,False,0,497897b8-e892-4cb7-8254-51c41b70740b.png
b69e8fa8-0ba5-4e16-b37a-a2350ecf94b4,Velune Ear Cuff,fashion,jewelry,158.13,2,0.0867,False,20,b69e8fa8-0ba5-4e16-b37a-a2350ecf94b4.png
2a44e50f-ee61-4699-9b98-766054d5f2d3,Brume & Co Tee Vintage,fashion,clothing,225.29,3,0.1097,True,0,2a44e50f-ee61-4699-9b98-766054d5f2d3.png
1a6094ae-3118-4bd4-8a93-09bc9bef827f,Alteo Sneakers Platform,fashion,shoes,102.22,2,0.1188,False,0,1a6094ae-3118-4bd4-8a93-09bc9bef827f.png
a100ddf7-a874-40b5-8578-37da7f9493eb,Velune Sac Gym Nylon,fashion,accessories,262.61,3,0.1455,True,0,a100ddf7-a874-40b5-8578-37da7f9493eb.png
6cb10545-0413-49ad-830d-c6591725f100,Faroe Bracelet Tissé,fashion,jewelry,151.59,2,0.1317,False,30,6cb10545-0413-49ad-830d-c6591725f100.png
4f23c2e7-afc5-4a30-9546-19db122358f5,Brume & Co Cargo Pant,fashion,clothing,265.83,3,0.1234,False,20,4f23c2e7-afc5-4a30-9546-19db122358f5.png
24142078-6b9d-4ced-96ad-7ec8fdb86a40,Alteo Mule Brodée,fashion,shoes,168.07,2,0.0988,False,0,24142078-6b9d-4ced-96ad-7ec8fdb86a40.png
7b9a1db3-4579-49bc-a31e-1c449f01279d,Velune Sac à Dos Urbain,fashion,accessories,128.73,2,0.1416,False,30,7b9a1db3-4579-49bc-a31e-1c449f01279d.png
